Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Normal_Global_Sale,Platform_General,Year_Label,Scaled_Normal_Global_Sale,Normal_Global_Sale_Class
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.12,E10+,0.016337961522726187,Nintendo,2,0.005303952534173374,Low
Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,E,0.02093543584627581,Sony_Playstation,1,0.007012036366061435,Low
Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,M,0.021679279139947424,Microsoft_Xbox,3,0.0072883939080428525,Low
Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,E,0.022119940886548978,Sony_Playstation,3,0.007452111452009586,Low
Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,E10+,0.01696860834416818,Microsoft_Xbox,2,0.005538254579933355,Low
Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,M,0.04966349886949309,Sony_Playstation,2,0.017685274870095698,Average
Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,E10+,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
SSX 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,E,0.014032708677112095,Nintendo,0,0.0044474898686098045,Low
Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,T,0.01696860834416818,Nintendo,2,0.005538254579933355,Low
Backyard Baseball '10,DS,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,E10+,0.017212005519679177,Sony_Playstation,2,0.005628683095887865,Low
Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,T,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
Deadliest Catch: Sea of Chaos,Wii,2010.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,E10+,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
Destiny: The Collection,XOne,2016.0,Shooter,Activision,0.05,0.06,0.0,0.01,0.12,T,0.01807632478183054,Microsoft_Xbox,3,0.0059498006603096966,Low
Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.06,0.0,0.01,0.12,E10+,0.01807632478183054,Microsoft_Xbox,3,0.0059498006603096966,Low
Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,M,0.01863018300066172,PC,3,0.006155573700497866,Low
NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,E10+,0.01530703368767464,Microsoft_Xbox,1,0.004920935459368845,Low
College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Microsoft_Xbox,1,0.004715162419180674,Low
Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12,E,0.02093543584627581,Sony_Playstation,0,0.007012036366061435,Low
Greg Hastings Paintball 2,Wii,2010.0,Shooter,505 Games,0.11,0.0,0.0,0.01,0.12,E10+,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,T,0.018242933354730723,Sony_Playstation,2,0.006011700170692394,Low
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.09,0.02,0.0,0.01,0.12,T,0.01586089190650582,Microsoft_Xbox,3,0.0051267084995570145,Low
Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,M,0.02093543584627581,Sony_Playstation,0,0.007012036366061435,Low
Rodea the Sky Soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,E10+,0.021679279139947424,Nintendo,3,0.0072883939080428525,Low
NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,E,0.01586089190650582,Microsoft_Xbox,3,0.0051267084995570145,Low
Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,E,0.01586089190650582,Nintendo,2,0.0051267084995570145,Low
Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,T,0.018796791573561906,Sony_Playstation,1,0.006217473210880566,Low
Mountain Sports,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.12,E10+,0.01807632478183054,Nintendo,3,0.0059498006603096966,Low
NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,E,0.014032708677112095,Microsoft_Xbox,1,0.0044474898686098045,Low
Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,E,0.03220833716916827,Nintendo,2,0.011200218644638186,Average
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,E,0.01244792262322937,Nintendo,0,0.003858699753617105,Low
NBA 2K2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,E,0.01244792262322937,Nintendo,0,0.003858699753617105,Low
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,T,0.02093543584627581,Sony_Playstation,1,0.007012036366061435,Low
Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Jaws: Ultimate Predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,M,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,T,0.015937680509116633,Nintendo,2,0.005155237505128826,Low
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,E10+,0.020571562702285065,Microsoft_Xbox,1,0.006876847827666511,Low
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,M,0.01863018300066172,Nintendo,3,0.006155573700497866,Low
NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,E10+,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,T,0.016414750125337,Nintendo,2,0.005332481539745185,Low
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,T,0.05077121530715545,Sony_Playstation,3,0.018096820950472037,Average
Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,M,0.014032708677112095,Microsoft_Xbox,1,0.0044474898686098045,Low
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,T,0.022233137358778604,Microsoft_Xbox,3,0.007494166948231022,Low
Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,T,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,M,0.015937680509116633,Sony_Playstation,0,0.005155237505128826,Low
Brunswick Pro Bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Nintendo,2,0.004715162419180674,Low
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,E10+,0.01704539694677899,Nintendo,3,0.005566783585505166,Low
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,T,0.014032708677112095,Microsoft_Xbox,0,0.0044474898686098045,Low
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,M,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,E10+,0.01244792262322937,Nintendo,1,0.003858699753617105,Low
Dragon Ball: Origins,DS,2008.0,Action,Atari,0.08,0.02,0.0,0.01,0.12,T,0.014829964071454274,Nintendo,1,0.004743691424752485,Low
FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,E,0.020845615875986434,PC,3,0.006978665861250547,Low
Barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,E10+,0.01244792262322937,Nintendo,1,0.003858699753617105,Low
Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,E,0.017212005519679177,Sony_Playstation,3,0.005628683095887865,Low
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,E10+,0.01530703368767464,Nintendo,2,0.004920935459368845,Low
NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,E,0.01244792262322937,Microsoft_Xbox,0,0.003858699753617105,Low
Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,M,0.01244792262322937,Nintendo,0,0.003858699753617105,Low
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,E,0.013722247633791915,Sony_Playstation,1,0.004332145344376145,Low
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,E,0.014753175468843461,Sony_Playstation,1,0.004715162419180674,Low
Cabela's North American Adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,T,0.014753175468843461,Sony_Playstation,2,0.004715162419180674,Low
Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,T,0.016414750125337,Microsoft_Xbox,2,0.005332481539745185,Low
Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,T,0.01244792262322937,Microsoft_Xbox,0,0.003858699753617105,Low
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,M,0.05077121530715545,Sony_Playstation,3,0.018096820950472037,Average
Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,M,0.0439219002386623,Sony_Playstation,2,0.015552118467181674,Average
Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11,T,0.01244792262322937,Microsoft_Xbox,0,0.003858699753617105,Low
Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,T,0.01244792262322937,Microsoft_Xbox,0,0.003858699753617105,Low
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,E,0.014753175468843461,Nintendo,1,0.004715162419180674,Low
NFL Tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,E,0.01530703368767464,Sony_Playstation,1,0.004920935459368845,Low
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,E,0.02045836623005544,Sony_Playstation,3,0.006834792331445075,Low
LEGO Knights' Kingdom,GBA,2004.0,Action,THQ,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,E,0.058441162271931024,Nintendo,3,0.020946409981315632,Average
MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,E10+,0.014829964071454274,Sony_Playstation,2,0.004743691424752485,Low
Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,T,0.049186429253272726,Sony_Playstation,3,0.01750803083547934,Average
Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,E,0.07534246575342465,Nintendo,1,0.02722569316658497,Average
NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.11,E,0.01752246656299936,Nintendo,2,0.005744027620121526,Low
Army Men: Sarge's War,XB,2004.0,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11,T,0.01244792262322937,Microsoft_Xbox,0,0.003858699753617105,Low
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,E,0.01244792262322937,Nintendo,1,0.003858699753617105,Low
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,T,0.01530703368767464,Microsoft_Xbox,1,0.004920935459368845,Low
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Microsoft_Xbox,1,0.004332145344376145,Low
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11,T,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,E,0.014753175468843461,Microsoft_Xbox,1,0.004715162419180674,Low
Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.11,M,0.016414750125337,Nintendo,3,0.005332481539745185,Low
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,M,0.059548878709593384,Nintendo,3,0.021357956061691972,Average
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.01,0.11,T,0.014829964071454274,Sony_Playstation,1,0.004743691424752485,Low
Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,T,0.07534246575342465,Sony_Playstation,3,0.02722569316658497,Average
The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.11,E10+,0.01586089190650582,Nintendo,2,0.0051267084995570145,Low
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,M,0.015937680509116633,Sony_Playstation,1,0.005155237505128826,Low
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,M,0.011416994788177823,Microsoft_Xbox,1,0.003475682678812576,Low
Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,E,0.017135216917068367,Sony_Playstation,3,0.0056001540903160545,Low
Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,E10+,0.03220833716916827,Nintendo,1,0.011200218644638186,Average
Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,1,0.003475682678812576,Low
Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,E10+,0.015937680509116633,Sony_Playstation,2,0.005155237505128826,Low
Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,M,0.015937680509116633,Sony_Playstation,1,0.005155237505128826,Low
NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,E,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,T,0.046804387805047816,Microsoft_Xbox,0,0.016623039164343958,Average
Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,E,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,M,0.01244792262322937,Nintendo,0,0.003858699753617105,Low
TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,E10+,0.013722247633791915,Sony_Playstation,1,0.004332145344376145,Low
Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11,E,0.01244792262322937,Nintendo,0,0.003858699753617105,Low
MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,E,0.07534246575342465,Sony_Playstation,1,0.02722569316658497,Average
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,M,0.014276105852623094,Nintendo,2,0.004537918384564315,Low
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,M,0.016491538727947813,PC,2,0.005361010545316997,Low
EA Replay,PSP,2006.0,Action,Electronic Arts,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Sony_Playstation,1,0.004332145344376145,Low
Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,E10+,0.020535154832666255,Sony_Playstation,3,0.006863321337016888,Low
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,E,0.013722247633791915,Sony_Playstation,1,0.004332145344376145,Low
The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,E,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11,E,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,E,0.014276105852623094,Sony_Playstation,2,0.004537918384564315,Low
XXX,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,0,0.004064472793805275,Low
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Microsoft_Xbox,1,0.003475682678812576,Low
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,E10+,0.014906752674065087,Sony_Playstation,2,0.004772220430324297,Low
Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11,E10+,0.0218094798432288,Sony_Playstation,1,0.007336766927775926,Low
Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,E,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,E,0.013001780842060549,Nintendo,1,0.004064472793805275,Low
Mobile Light Force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.0,0.01,0.11,E,0.014906752674065087,Sony_Playstation,0,0.004772220430324297,Low
Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,E10+,0.011416994788177823,Nintendo,1,0.003475682678812576,Low
Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01,0.11,M,0.056112532924376686,Sony_Playstation,3,0.020081262324341514,Average
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,E10+,0.016491538727947813,Nintendo,2,0.005361010545316997,Low
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,E10+,0.014276105852623094,Microsoft_Xbox,1,0.004537918384564315,Low
Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,M,0.019904508011224266,Sony_Playstation,2,0.006629019291256907,Low
Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,T,0.014906752674065087,Sony_Playstation,0,0.004772220430324297,Low
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,T,0.07534246575342465,Sony_Playstation,3,0.02722569316658497,Average
Winter Stars,Wii,2011.0,Sports,Deep Silver,0.05,0.05,0.0,0.01,0.11,E,0.016491538727947813,Nintendo,2,0.005361010545316997,Low
Planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,E,0.015383822290285454,Sony_Playstation,2,0.004949464464940656,Low
Army Men: Soldiers of Misfortune,DS,2008.0,Shooter,Zoo Games,0.1,0.0,0.0,0.01,0.11,E,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
Eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Sony_Playstation,1,0.004332145344376145,Low
Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,T,0.014906752674065087,Sony_Playstation,0,0.004772220430324297,Low
Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,E10+,0.015383822290285454,Microsoft_Xbox,2,0.004949464464940656,Low
Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.0,0.01,0.11,T,0.014276105852623094,Nintendo,2,0.004537918384564315,Low
NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,E,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,M,0.015383822290285454,Microsoft_Xbox,2,0.004949464464940656,Low
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,E,0.014276105852623094,Microsoft_Xbox,2,0.004537918384564315,Low
Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11,E,0.014829964071454274,Microsoft_Xbox,1,0.004743691424752485,Low
Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,T,0.016491538727947813,Microsoft_Xbox,3,0.005361010545316997,Low
The Scorpion King: Rise of the Akkadian,GC,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,T,0.011416994788177823,Nintendo,0,0.003475682678812576,Low
Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,M,0.014906752674065087,Sony_Playstation,1,0.004772220430324297,Low
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,E,0.014906752674065087,Sony_Playstation,1,0.004772220430324297,Low
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,E,0.013722247633791915,Nintendo,1,0.004332145344376145,Low
BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,M,0.011416994788177823,Microsoft_Xbox,0,0.003475682678812576,Low
Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,T,0.014906752674065087,Sony_Playstation,0,0.004772220430324297,Low
Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.09,0.01,0.0,0.01,0.11,E,0.014276105852623094,Nintendo,2,0.004537918384564315,Low
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,T,0.024691967409614317,Sony_Playstation,3,0.008407687624938213,Low
Hellboy: The Science of Evil,X360,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,T,0.013722247633791915,Microsoft_Xbox,1,0.004332145344376145,Low
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,E,0.014276105852623094,Microsoft_Xbox,3,0.004537918384564315,Low
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,M,0.014906752674065087,Sony_Playstation,1,0.004772220430324297,Low
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,E10+,0.013722247633791915,Nintendo,2,0.004332145344376145,Low
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,M,0.014829964071454274,Microsoft_Xbox,1,0.004743691424752485,Low
Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11,E,0.015383822290285454,Microsoft_Xbox,2,0.004949464464940656,Low
