Global_Sales,NA_Sales,EU_Sales
11.819113119880019,13.721211068733492,10.34480958874871
11.727913150330497,11.875304123058367,11.08027601081822
11.074313368558935,4.521210851488672,10.786089441990416
10.838713447222675,9.571612254855811,10.239742957024493
10.648713510661175,12.805641223678629,8.453610217712825
10.557513541111653,13.780280090995094,7.276863942401606
9.93431374918993,6.824902719691228,11.584595843094458
9.843113779640408,11.639028034011952,8.453610217712825
9.691113830391208,12.037743934277778,7.087744005298017
9.577113868454308,7.637101775788282,11.584595843094458
9.409913924280186,9.778353832771426,9.020970029023589
9.212313990256227,9.231965376851589,4.902358065434327
9.075514035931946,6.883971741952832,7.991317038126272
9.052714043544565,8.301628276231327,8.726783460195787
9.037514048619645,5.303875396454925,12.80336877109536
8.672714170421564,3.1478560839063796,6.793557436470213
8.665114172959102,11.225544878180724,5.44870455040025
8.315514289685943,3.90098611774183,-0.4350268261558386
8.07991436834968,8.404999065189132,6.583424173021781
7.821514454626039,9.438706954767204,5.9950510353661715
7.775914469851279,5.39247892984733,7.676117142953626
7.6695145053768385,6.677230164037217,5.84795775095227
7.585914533289778,3.8271498399148256,9.672383145713729
7.5099145586651765,6.824902719691228,7.192810637022233
7.433914584040578,6.485255841687004,7.297877268746449
7.243914647479078,9.394405188071001,4.92337139177917
7.145114680467095,8.242559253969723,6.079104340745545
6.977914736292975,4.860857729492895,6.1421443197800745
6.947514746443136,9.852190110598432,3.641558484743737
6.841114781968694,3.90098611774183,4.734251454675582
6.833514784506236,9.276267143547793,4.334998254123561
6.666314840332113,5.185737351931716,6.730517457435683
6.628314853019813,8.021050420488708,5.532757855779622
6.567514873320134,5.510616974370538,7.171797310677389
6.529514886007833,8.21302474283892,4.503104864882307
6.4155149240709335,2.453795072332533,4.503104864882307
6.225514987509432,5.953634641332569,3.431425221295305
6.134315017959911,6.913506253083633,5.406677897710563
5.9671150737857905,1.1099748158810432,12.404115570543341
5.906315094086111,9.52731048815961,2.758998778260324
5.8227151219990505,2.0403119165013055,6.8355840891599
5.739115149911989,4.978995774016103,4.2509449487441895
5.655515177824929,1.021371282488637,10.071636346265748
5.571915205737869,3.7533135620878206,3.8937184008818546
5.541515215888028,0.91800049353083,13.034515360888635
5.427515253951128,2.8229764614675577,3.158251978812344
5.321115289476687,3.5318047286068053,3.158251978812344
5.2983152970893075,3.7385463065224194,5.44870455040025
5.275515304701927,3.6056410064338107,6.856597415504742
5.2223153224647065,0.4306810598725973,11.626622495784144
5.161515342765027,4.713185173838885,4.482091538537464
5.062715375753046,6.559092119514009,3.4944652003298344
5.017115390978286,6.042238174724975,3.977771706261227
4.9259154214287655,4.284934762442256,5.490731203089936
4.9259154214287655,4.595047129315677,5.826944424607428
4.903115429041385,3.664710028695415,5.616811161158995
4.895515431578925,3.1921578506025825,6.415317562263035
4.895515431578925,4.284934762442256,4.208918296054502
4.887915434116465,4.978995774016103,4.040811685295758
4.872715439191545,4.890392240623697,3.2212919578468733
